stimulus_num,old_num,name_target,name_interference,utterance,question,option1,option2,option3,option4,answer_index,answer,snr_db
15,452,Hailey,Larry,"It's already been over a week since I moved into my small studio apartment. Since I have to do all the household chores myself, I was initially confused about washing dishes and cleaning, but gradually I started developing my own routine. While preparing meals alone, I tried making minute steak, which I used to eat often as a child. However, it didn’t taste quite right, so I even video-called my mom to ask for the recipe again. Although I’m alone, it’s surprising how I’m starting to grow attached to this space.",Who did the speaker video-call for the recipe while cooking minute steak?,Not sure,Father,Mom,Older sister,3,Mom,0
16,45,KlipKim,Mark,"A few days ago, during the department's meeting, something unexpected happened while preparing for our group talent show. Our team was working on a dance, but every time we practiced, our moves didn’t match up, and we couldn’t stop laughing at each other. In the end, on stage, one of our friends played the wrong music, and a completely different song came on. Flustered, we improvised some strange dance moves on the spot. Everyone burst out laughing, and even the professor chuckled. It was embarrassing, but when I looked at the photos later, everyone looked genuinely happy, so it turned out to be a great memory.",What was the main reason the speaker’s team got flustered on stage during the talent show?,Not sure,Because one team member fell down,Because the music came out wrong,Because the speaker forgot the dance moves,3,Because the music came out wrong,0
17,246,Verna,Annie,"Shortly after I joined the company, I got to work on a project with Stephanie, a senior colleague, and from then on, she naturally took care of me like a mentor. She introduced me to great local lunch spots near the office and quietly listened to me at a café whenever I was having a tough time. Recently, she even helped me practice my presentation and gave me direct feedback, which was incredibly helpful.",What was something Stephanie helped with recently?,Not sure,Introduced a team member from the other team.,Helped with presentation practice and provided feedback.,Did all the work for the speaker.,3,Helped with presentation practice and provided feedback.,0
18,448,Paige,PN,"I have a clear memory from elementary school of going on a summer vacation with my family to a mountain town in Colorado. We dipped our feet in the stream, and for the first time in a while, my parents, sibling, and I all skipped stones together. In the evening, we gathered around a campfire and roasted s'mores. That night, under a sky full of stars, I fell asleep listening to my sibling and the sound of insects. The quiet and warmth I felt, which I couldn’t experience in the city, stayed with me for a long time.",What were the family doing as they fell asleep during their trip to a mountain town in Colorado?,Not sure,Listening to the sound of insects under a sky full of stars.,Eating cookies.,Singing a song.,2,Listening to the sound of insects under a sky full of stars.,0
19,46,Edward,Ron,"While wandering lost in Paris, I happened to hear someone speaking English on the phone. Summoning the courage to speak to them, they kindly guided me directly to my destination. On top of that, they introduced me to a great nearby restaurant and even shared travel tips. Meeting an American in a foreign country and receiving such help was a huge relief. Thanks to the kindness I experienced that day, my travel memories became much warmer.",What kind of help did the speaker receive after getting lost in Paris?,Not sure,Received a local map as a gift.,Guided directly by an American traveler.,The local police helped.,3,Guided directly by an American traveler.,0
20,247,Sylvia,Hailey,"A few days ago, I was walking with a friend when we happened to pass by the café I used to visit often with my first love. The street, which usually felt normal, suddenly felt unfamiliar, and my heart was strangely pierced. That memory came to mind, and I stood there dazed for a moment. When my friend asked if I was okay, I smiled awkwardly and said nothing was wrong. On the way home, a flood of thoughts came over me for no reason, and I stared out the window for a long time.",What made the speaker think of their first love?,Not sure,The speaker's friend brought up a story about first love.,Passing by the café they used to visit with their first love.,Going home and staring out the window.,3,Passing by the café they used to visit with their first love.,0
21,449,Jackson,Bell,"On a spring day when the cherry blossoms were in full bloom, I ran into Michael from my class by chance while playing at the playground with my friends. I was nervous that he might find out how I felt when I shyly gave him chocolate, but from that day on, we started keeping in touch and grew closer. The first time we held hands, my heart was pounding so fast that my voice trembled. But I remember how lonely the walk to school felt for a while after summer break ended, after hearing that Michael was transferring to another school.",When did Michael transfer schools?,Not sure,After spring break ended,After winter break ended,After summer vacation ended,4,After summer vacation ended,0
22,48,Nathan,UncleHank,"On the first day of high school, I felt a bit awkward in my uniform in front of the school gate. I was both nervous and excited as I greeted my new classmates. When the homeroom teacher asked us to introduce ourselves, my voice shook when it was my turn, so I had to repeat my name twice. During lunch, I quietly ate my packed lunch since I didn't have close friends yet, but I felt a bit relieved when the person sitting next to me started a conversation first.",What happened when the speaker introduced themselves?,Not sure,"Their voice trembled, so they had to repeat their name twice.",A friend introduced them instead.,The teacher called out the wrong name.,2,"Their voice trembled, so they had to repeat their name twice.",0
23,248,Abigail,Tina,"A few days ago, I participated in a singing contest held at our school festival with my friends. I was nervous while practicing the song we prepared, but singing on stage together with my friends eased my tension thanks to the cheers and applause from the audience. Especially after the performance, I was truly touched when senior club members unexpectedly handed me bouquets and showed their support. Looking back at the photos taken that day, my heart still swells with emotion.",What special encouragement did the speaker receive after the singing contest ended?,Not sure,The seniors bought them snacks.,Club seniors handed them bouquets.,The audience members came up on stage together.,3,Club seniors handed them bouquets.,0
24,450,Nia,CaptainBill,"A few days ago, a friend suddenly contacted me and suggested we go to Jamaica together. I usually don't like spontaneous trips, but this time I was feeling more restless than usual, so I decided to be brave. My friend quickly booked the flight and the hotel, while I put together the itinerary and gathered information on good restaurants and cafes. I especially paid a lot of attention to choosing a small villa near the sea, and I tried to pack as lightly as possible.",What aspects did the speaker pay special attention to during their travel preparations?,Not sure,Comparing flight ticket prices,Booking the hotel,Choosing a villa near the beach,4,Choosing a villa near the beach,0
25,49,KilliantheVampire,Aaron,"For the past few days, I’ve been feeling heavy-hearted for no apparent reason. I was frustrated not knowing what the problem was, but during an evening walk, I quietly reflected on my emotions one by one. I remembered a fight with an old friend and realized that the hurt I felt back then was still lingering. Only then did I understand the vague discomfort I had been feeling. When I got home, I sent a sincere message to my friend, honestly expressing my feelings, which made my heart feel much lighter.",In what situation did the speaker realize the cause of their emotions?,Not sure,When talking on the phone with a friend,While taking an evening walk,While listening to music,3,While taking an evening walk,0
26,249,Harper,Grace,"I can still vividly remember the science presentation competition held at school a few days ago. I usually get nervous when presenting, but my teammates and I stayed up late organizing our experiment results and helping each other practice our presentations. In the end, our team won the grand prize, and everyone smiled brightly as we received the certificate and trophy on stage. The sense of pride and joy I felt then is something I’ll never forget.",What type of award did the speaker receive together with their friends?,Not sure,Encouragement award,Participation award,Grand prize,4,Grand prize,0
27,451,Stephanie,Duke,"Last month, I joined a watercolor club with my friends and started painting every Saturday. At first, it was tough because the paint would bleed and the colors didn’t blend well, but after a month, I started to see the landscapes I imagined coming to life. Last week, I submitted one of my paintings to the club’s exhibition, and watching people stop to admire it gave me a real sense of accomplishment.",In what situation did the speaker feel a sense of accomplishment?,Not sure,When joining a watercolor painting club,When watching people appreciate artwork,When they painted,3,When watching people appreciate artwork,0
28,52,Damian,River,"When I was in early elementary school, there was a small snack shop in the alley in front of my house, and I often stopped by there with my friends after school. The ice cream there was always creamy and sweet, so my hands would be covered by drippings until I got home. The donuts fried by the owner himself were a must-try as well. Sometimes, when my mom gave me ten dollars, I would buy an ice cream and donuts to share with my friends, and that time still comes vividly to mind.",What food did the speaker often eat at the snack bar along with ice cream?,Not sure,Fish cake,Donuts,Dumplings,3,Donuts,0
29,250,Kristen,Janet,"Because it was raining and we weren’t able to go outside, we thought it’d be fun to cook each other’s favorite meals. I got busy making pasta, while he started on some potato pancakes. We couldn’t help but laugh at each other’s little cooking fails, and once we finished, we enjoyed our food together while watching a movie. Even though we were just at home, it felt like our own private celebration, which made the evening even better. We wrapped up the day chatting about new recipes we might try together next time.",What food did they make and eat at home on a rainy day?,Not sure,Pasta and potato pancakes,Chicken and pizza,Kimchi stew and bulgogi,2,Pasta and potato pancakes,0
30,452,Larry,Hailey,"A few days ago, I gently put the new rabbit into the little enclosure I’d set up. I sat nearby, worried it might be scared by its new home, but soon it started exploring. When I reached out my hand, it paused for a while, then softly touched my fingertip with its nose. Later, I gave it a piece of carrot, and it held it with both paws and nibbled, which really warmed my heart.",What did the rabbit do when the speaker reached out a hand?,Not sure,Gently touched the speaker's fingertip with its nose.,Licked his/her hand.,Climbed onto the hand.,2,Gently touched the speaker's fingertip with its nose.,0
