name1,name2,distance
Carol,Natalie,1.3669222593307495
Jennifer,Margaret,1.366949200630188
Carol,Kelsey,1.367617130279541
Chester,Slushy,1.3687487840652466
Ben,Owen,1.3702036142349243
AnnabelletheGhost,Lindsay,1.3719953298568726
Harper,Katie,1.3721590042114258
AnnabelletheGhost,Olivia,1.3772501945495605
Peter,Rudolph,1.37795889377594
Jenna,Millie,1.3783355951309204
Jake,KlipKim,1.3791624307632446
Abigail,Athena,1.3792824745178223
Dan,Ravi,1.3794986009597778
Cole,Noa,1.37998628616333
Helena,Liz,1.3804850578308105
Charlotte,Jodie,1.3842549324035645
Helena,Vanessa,1.3876686096191406
Amber,Kristen,1.3878058195114136
Matthew,Noa,1.390215516090393
April,Norah,1.3910211324691772
Norah,SabrinatheWitch,1.3915787935256958
Chloe,Natalie,1.3930236101150513
KlipKim,Vincent,1.3942012786865234
Nathan,Noa,1.3947457075119019
Doughnut,Helena,1.3948116302490234
Brad,Walter,1.396186351776123
Alex,Vanessa,1.3972800970077515
Abigail,Natalie,1.401756763458252
Liam,Oscar,1.4020380973815918
Carol,Stephanie,1.4038180112838745
DollarJr,Jackson,1.4042311906814575
Callan,Landon,1.4044322967529297
Carol,ReporterCatalina,1.4048773050308228
Athena,Patricia,1.4062522649765015
Helena,Lydia,1.408113956451416
April,MrsClaus,1.4091492891311646
AnnabelletheGhost,SabrinatheWitch,1.4106823205947876
Athena,Echo,1.4109387397766113
Bell,Stephanie,1.4113553762435913
MrsClaus,SabrinatheWitch,1.411476492881775
Amber,Natalie,1.4116826057434082
Aiden,George,1.413664698600769
Doughnut,Liz,1.4157270193099976
Mia,Rebecca,1.4168157577514648
Aiden,Noa,1.417912483215332
Carlos,Jackson,1.4187039136886597
Chester,Oliver,1.419209599494934
Jenna,Stephanie,1.4199284315109253
Kevin,Ravi,1.4208632707595825
Audrey,Natalie,1.421545386314392
MrsClaus,Samantha,1.421995759010315
Lydia,SabrinatheWitch,1.4220741987228394
Alex,Sara,1.4223837852478027
Cole,Neoguard,1.422873854637146
KlipKim,Noa,1.4230213165283203
Matthew,PN,1.4231823682785034
Doughnut,Lindsay,1.4235097169876099
Camila,Lydia,1.4241379499435425
Charlotte,SabrinatheWitch,1.4248775243759155
George,Xavier,1.424979329109192
Dean,Santa,1.425526738166809
Shana,Sylvia,1.425818920135498
Kelsey,ReporterCatalina,1.4263134002685547
Lydia,Nana,1.4272089004516602
Katie,Samantha,1.428338885307312
Dean,Walter,1.4297523498535156
Olivia,SabrinatheWitch,1.4303017854690552
Matthew,Walter,1.430778980255127
Kelsey,Liz,1.4309048652648926
Jackson,Tim,1.431050181388855
KlipKim,Neoguard,1.4311838150024414
Margaret,Rita,1.4318760633468628
Carol,Olivia,1.4321292638778687
Amber,MrsClaus,1.433215618133545
Athena,Samantha,1.434350609779358
Ron,Viktor,1.4359078407287598
Carlos,Tim,1.4368910789489746
Lindsay,Olivia,1.4385700225830078
Alex,Bell,1.4387844800949097
Carol,Margaret,1.4395040273666382
Camila,Helena,1.440466046333313
NewscasterJohn,Tyson,1.4430795907974243
David,Joshua,1.443121075630188
Noa,Oscar,1.444339394569397
Claire,Margaret,1.4446371793746948
Cole,George,1.4448412656784058
Amber,Rebecca,1.4451998472213745
Kristen,Norah,1.4454870223999023
Harper,Lindsay,1.4458850622177124
Harper,Jenna,1.4460114240646362
Kristen,Natalie,1.4462575912475586
Carl,Xavier,1.4466801881790161
KlipKim,Nathan,1.4476996660232544
River,Tim,1.4479933977127075
Dan,George,1.4480949640274048
Nia,Skylar,1.4482170343399048
April,Echo,1.4482415914535522
Dylan,Nathan,1.4488111734390259
Harper,Lydia,1.4490199089050293
Avery,Natalie,1.449302077293396
Dean,Ryan,1.4498157501220703
Mia,Sylvia,1.451987624168396
Dean,George,1.452034592628479
Amber,April,1.4524773359298706
KlipKim,PN,1.452652931213379
Jake,Noa,1.453440546989441
Nana,Natalie,1.4536266326904297
Emma,Harper,1.453933835029602
Maisie,Sylvia,1.45498788356781
Chester,Nia,1.4555846452713013
George,Larry,1.4567646980285645
Maisie,Natalie,1.4577583074569702
Angela,Claire,1.4600297212600708
Lydia,Maisie,1.4605120420455933
Matthew,Rudolph,1.4612274169921875
Caleb,Neoguard,1.4613884687423706
Jake,Rudolph,1.4620532989501953
Matthew,Ryan,1.4621731042861938
Jodie,Lydia,1.4623910188674927
Echo,Natalie,1.462557315826416
Kelsey,Nana,1.4630203247070312
Buddy,Royce,1.4637929201126099
Emma,Lindsay,1.4640976190567017
Dean,Gus,1.4641523361206055
Carol,Rebecca,1.4642022848129272
Natalie,Norah,1.4644966125488281
April,Athena,1.4646631479263306
AnnabelletheGhost,Helena,1.4653316736221313
Bell,Helena,1.4656676054000854
April,Rebecca,1.466275691986084
KlipKim,Liam,1.4663063287734985
Rebecca,Verna,1.4670462608337402
Oliver,Verna,1.4671629667282104
Dylan,Landon,1.4672635793685913
Doug,Hugh,1.467469334602356
Cole,Dean,1.467480182647705
Avery,Jennifer,1.4686040878295898
Oliver,Tessa,1.4689465761184692
Lydia,Vanessa,1.4702987670898438
Kelsey,Natalie,1.4704605340957642
Doughnut,Millie,1.4714347124099731
Lindsay,Lydia,1.471706748008728
Camila,Stephanie,1.4722485542297363
Carlos,JackoLantern,1.4726223945617676
Camila,Liz,1.4730244874954224
Katie,Lydia,1.4733818769454956
Aaron,Liam,1.4739857912063599
Carol,Jenna,1.4742439985275269
Harper,Natalie,1.4744230508804321
Dylan,Xavier,1.4746402502059937
Samantha,Sophia,1.4748252630233765
Charlotte,Lydia,1.4748455286026
Bruce,Doug,1.4748592376708984
KlipKim,Walter,1.4752516746520996
Noa,Ryan,1.4757298231124878
Abigail,Verna,1.4776434898376465
Abigail,Lydia,1.4783424139022827
Nana,SabrinatheWitch,1.4783505201339722
Jenna,Vanessa,1.4796525239944458
Peter,Vincent,1.4796611070632935
Carol,SabrinatheWitch,1.4796770811080933
Shana,Victoria,1.4803284406661987
Matthew,Neoguard,1.481141209602356
Helena,Lindsay,1.4813488721847534
Caitlyn,Vivien,1.4813933372497559
Eman,Peter,1.4819526672363281
Margaret,Natalie,1.4828602075576782
AnnabelletheGhost,Rebecca,1.483188271522522
Abigail,Nova,1.4834638833999634
Aaron,KlipKim,1.4850009679794312
Margaret,Nana,1.4850783348083496
Harper,Vanessa,1.485089898109436
Glenda,ReporterCatalina,1.4859126806259155
Claire,Sylvia,1.4860743284225464
Jenna,Starling,1.4861723184585571
Camila,Nana,1.486227035522461
Liam,West,1.48640775680542
Damian,Dylan,1.4865578413009644
Joshua,Xavier,1.4866042137145996
Dan,Eman,1.4874138832092285
Damian,KlipKim,1.487523078918457
Natalie,SabrinatheWitch,1.4877122640609741
Jenna,Olivia,1.4883912801742554
Nia,Norah,1.4886435270309448
Amber,Chloe,1.4886727333068848
Abigail,Mia,1.4890278577804565
Brad,Noa,1.4892500638961792
KlipKim,Oscar,1.4897276163101196
Helena,Olivia,1.4910439252853394
Rebecca,Stephanie,1.4911822080612183
Ben,Joshua,1.491552472114563
Athena,Natalie,1.4929184913635254
Justin,River,1.493070125579834
Doughnut,Stephanie,1.4934258460998535
DollarJr,Oliver,1.4935108423233032
Echo,Nova,1.4936858415603638
Natalie,Rachel,1.4937571287155151
Norah,Skylar,1.4941989183425903
Harper,Norah,1.4946203231811523
Rebecca,SabrinatheWitch,1.4947772026062012
Ravi,Xavier,1.4954229593276978
Jennifer,Lydia,1.4955692291259766
George,Noa,1.4958356618881226
Claire,Shana,1.4959720373153687
Carol,Liz,1.4960517883300781
Aiden,Dylan,1.496243953704834
Dylan,Noa,1.4965558052062988
Dan,KlipKim,1.4965606927871704
Cole,Gus,1.4970864057540894
Avery,ReporterCatalina,1.4980201721191406
Amber,Jodie,1.4985421895980835
Rachel,Shana,1.4986733198165894
Charlotte,Helena,1.4987891912460327
Dan,Nathan,1.4991215467453003
Jake,Matthew,1.5003714561462402
Jake,Peter,1.500436782836914
AnnabelletheGhost,Bell,1.5006948709487915
Chester,DollarJr,1.5016847848892212
AnnabelletheGhost,Camila,1.5017484426498413
Cole,Dylan,1.5019344091415405
Carol,Harper,1.5021095275878906
Jodie,Olivia,1.5021878480911255
Lydia,ReporterCatalina,1.502848505973816
Harper,Nana,1.503219485282898
April,Nova,1.5036271810531616
Icarus,UncleHank,1.5037182569503784
Mia,Norah,1.503859519958496
Eman,Walter,1.5050158500671387
Rachel,Sylvia,1.5050477981567383
Amber,Lydia,1.5054351091384888
Abigail,SabrinatheWitch,1.5057592391967773
Shana,Vivien,1.5066882371902466
Helena,Kelsey,1.508331298828125
Caleb,KlipKim,1.508888602256775
April,Chloe,1.5090879201889038
AnnabelletheGhost,Doughnut,1.5101298093795776
Abigail,Sylvia,1.5101855993270874
Glenda,Rachel,1.510627269744873
Mia,Nia,1.511001706123352
Dylan,Ravi,1.51112699508667
Carlos,Chester,1.511867880821228
Edward,Matthew,1.5119022130966187
Cole,Dan,1.5126399993896484
Natalie,Sylvia,1.512977123260498
Catherine,Sylvia,1.513319492340088
Nova,Vivien,1.5133728981018066
AnnabelletheGhost,Charlotte,1.5140303373336792
Caitlyn,Nova,1.5143966674804688
Lindsay,Liz,1.514593482017517
Patricia,Samantha,1.515760064125061
Graham,Liam,1.5165833234786987
Angela,Shana,1.516814112663269
Cyrus,Neel,1.5168544054031372
April,Natalie,1.5168722867965698
Grace,Margot,1.5176424980163574
Shana,Skylar,1.5179227590560913
Lydia,Sylvia,1.5181268453598022
Echo,Norah,1.5182757377624512
Liam,Philip,1.5196329355239868
Aaron,Dan,1.5198124647140503
George,Nathan,1.5198577642440796
April,Patricia,1.5217691659927368
George,Neoguard,1.5221797227859497
Charlotte,Liz,1.522247314453125
Echo,Verna,1.5229172706604004
Avery,Kelsey,1.5230140686035156
Bruce,Jack,1.523269534111023
April,Carol,1.523342251777649
Oscar,Walter,1.5233674049377441
Natalie,Samantha,1.523664116859436
Natalie,Olivia,1.5242539644241333
Natalie,Shana,1.5242986679077148
Nana,Stephanie,1.5245281457901
Nova,Verna,1.5247329473495483
Katie,Margaret,1.526448130607605
Carol,Echo,1.526544213294983
Kelsey,Lydia,1.5265628099441528
Claire,Nana,1.5267963409423828
Chloe,ReporterCatalina,1.5270904302597046
Natalie,ReporterCatalina,1.5281906127929688
Dan,Joshua,1.5286682844161987
Chloe,Sylvia,1.528784155845642
Alex,Camila,1.5289875268936157
Bell,Liz,1.5290590524673462
Abigail,Jodie,1.529667854309082
KlipKim,Matthew,1.529984474182129
Lydia,Norah,1.5302914381027222
Harper,Vivien,1.5303597450256348
Amber,Nova,1.53081214427948
Damian,Neoguard,1.5313968658447266
Chester,JackoLantern,1.5323796272277832
Dean,Matthew,1.5326131582260132
Eman,KlipKim,1.5327023267745972
Amber,Sophia,1.5328559875488281
Brad,Larry,1.5329465866088867
Larry,Ryan,1.533161997795105
ReporterCatalina,SabrinatheWitch,1.533830165863037
Rex,Walter,1.534536361694336
Aaron,Nathan,1.535467267036438
Norah,Rebecca,1.5356287956237793
Nana,Norah,1.535658836364746
April,Lydia,1.5358365774154663
Avery,Jenna,1.5359050035476685
Harper,Skylar,1.5359697341918945
Carl,Dylan,1.5362497568130493
Jennifer,Kelsey,1.53691828250885
Olivia,Stephanie,1.537030577659607
Lindsay,Nana,1.5370696783065796
Kelsey,Rachel,1.5378369092941284
Abigail,Victoria,1.5378693342208862
AnnabelletheGhost,Jenna,1.5384408235549927
Norah,Samantha,1.5384982824325562
Caleb,PN,1.5386251211166382
Doug,Lloyd,1.538692831993103
April,Sophia,1.5387810468673706
Catherine,Rachel,1.5392441749572754
Lydia,Sara,1.539663314819336
Nia,Oliver,1.5396934747695923
Athena,MrsClaus,1.5398873090744019
Chloe,Olivia,1.5400103330612183
Tim,Xavier,1.5409150123596191
Edward,Keybo,1.5409208536148071
AnnabelletheGhost,Liz,1.540958046913147
Oscar,Peter,1.5422860383987427
Caleb,Dan,1.542507290840149
Carlos,Justin,1.5425825119018555
Aaron,Landon,1.5428053140640259
Aaron,Noa,1.543294906616211
Angela,Nova,1.5436482429504395
Callan,Liam,1.5452098846435547
Avery,Lydia,1.5455816984176636
Helena,Vivien,1.5456055402755737
Justin,Xavier,1.5456801652908325
Doughnut,Olivia,1.5459165573120117
Aaron,Oscar,1.546105980873108
Nova,Shana,1.5463849306106567
Claire,Jennifer,1.5464749336242676
Olivia,ReporterCatalina,1.546889305114746
Jack,Oscar,1.5472348928451538
Nova,Paige,1.5474247932434082
Oliver,Shana,1.5474909543991089
Neoguard,Ryan,1.5475965738296509
Brad,Rudolph,1.5478272438049316
MrsClaus,Tessa,1.5478378534317017
Emma,Jenna,1.5478724241256714
Carol,Charlotte,1.5479429960250854
Margaret,Sylvia,1.548392653465271
Caitlyn,Norah,1.548411250114441
Chloe,Norah,1.548632264137268
Aiden,Neoguard,1.5487346649169922
Joshua,Ryan,1.54901123046875
DollarJr,Tim,1.5494664907455444
Chloe,Maisie,1.5497187376022339
Eman,Rudolph,1.5499390363693237
Amber,Norah,1.5500235557556152
Elias,JackoLantern,1.5501707792282104
Natalie,Nova,1.5505026578903198
MrsClaus,Natalie,1.5508413314819336
Lucille,Victoria,1.553017020225525
PN,Rudolph,1.553301215171814
Charlotte,Sylvia,1.5533561706542969
Mia,Slushy,1.5535486936569214
Owen,Tyson,1.5541261434555054
Brad,Dean,1.5542044639587402
Carlos,Owen,1.554256558418274
Katie,Stephanie,1.5544382333755493
Caleb,Rudolph,1.5544720888137817
Dan,Sean,1.5545902252197266
Abigail,Margaret,1.5548001527786255
Jack,Larry,1.5554360151290894
Nathan,Xavier,1.5554579496383667
Dan,Xavier,1.555583119392395
SabrinatheWitch,Verna,1.5558761358261108
Larry,Walter,1.5559526681900024
MrsClaus,Norah,1.5560827255249023
Aiden,Oscar,1.5563403367996216
Katie,SabrinatheWitch,1.5564250946044922
Gus,Henry,1.556644082069397
Jenna,Margaret,1.5566776990890503
Liz,Stephanie,1.5569707155227661
Dean,Xavier,1.557015061378479
Jodie,Natalie,1.5571848154067993
Cole,Larry,1.5573886632919312
DollarJr,Simon,1.5574469566345215
Nathan,Tim,1.557586669921875
George,Kevin,1.5576027631759644
Dan,Noa,1.5576621294021606
Carol,Maisie,1.5577071905136108
George,KlipKim,1.557805061340332
Camila,Harper,1.5578464269638062
Abigail,Norah,1.5582042932510376
Jenna,Kelsey,1.5595980882644653
Dylan,Liam,1.5596733093261719
Caleb,Dean,1.5596851110458374
Jenna,Katie,1.5596922636032104
Abigail,ReporterCatalina,1.5597352981567383
Gus,Ryan,1.5602346658706665
Buddy,Gus,1.5603841543197632
Lydia,Vivien,1.5606809854507446
Caleb,Vincent,1.5608487129211426
SabrinatheWitch,Stephanie,1.5613102912902832
Claire,Natalie,1.5618253946304321
Callan,Eman,1.5619267225265503
Carol,Vanessa,1.5619291067123413
Neoguard,Oscar,1.5623011589050293
Lindsay,Vanessa,1.5626064538955688
Cole,Joshua,1.563438057899475
Liam,Peter,1.5639420747756958
Peter,Walter,1.5639523267745972
Joshua,Rex,1.5641065835952759
Echo,Kristen,1.5642765760421753
Mia,Nova,1.5647770166397095
Mia,Verna,1.5651048421859741
Brad,KlipKim,1.5652121305465698
Charlotte,Jennifer,1.565323829650879
Caleb,George,1.5659257173538208
April,Samantha,1.5660127401351929
Aaron,Callan,1.5662107467651367
Carol,Helena,1.5662530660629272
Brad,Peter,1.5663681030273438
KlipKim,Landon,1.5665358304977417
Avery,Norah,1.5671483278274536
Natalie,Skylar,1.5673807859420776
AnnabelletheGhost,Millie,1.568006992340088
Landon,Liam,1.5681242942810059
Jodie,Sylvia,1.568325161933899
Lydia,Starling,1.568625807762146
Chad,Cyrus,1.5686606168746948
Aaron,Jack,1.5688109397888184
Kelsey,Margaret,1.568832516670227
Bruce,Henry,1.5688554048538208
Rachel,Vivien,1.5689992904663086
Chloe,Kristen,1.5690913200378418
Amber,Margaret,1.5691975355148315
Tessa,Verna,1.5692235231399536
Caleb,Jack,1.5692459344863892
Nova,Rebecca,1.5693551301956177
Charlotte,Chloe,1.5699691772460938
Damian,Gus,1.5702415704727173
Caleb,Oscar,1.5703662633895874
Michael,Sindarin,1.5707060098648071
Echo,MrsClaus,1.5709675550460815
Aiden,Larry,1.571048617362976
Natalie,Rebecca,1.571205735206604
Harper,Margaret,1.5714179277420044
Alex,Doughnut,1.5715750455856323
Caleb,Rex,1.5718883275985718
Helena,Sylvia,1.5722018480300903
Aiden,Joshua,1.5722198486328125
Michael,Neoguard,1.5722661018371582
Millie,Starling,1.5724902153015137
Jennifer,Natalie,1.5725129842758179
Damian,Dean,1.5728282928466797
Camila,Carol,1.5728449821472168
Furnando,Jack,1.573207974433899
Natalie,Vanessa,1.5732804536819458
Norah,Sylvia,1.573447585105896
Dean,Noa,1.573743224143982
Camila,Olivia,1.573844075202942
Carol,Chloe,1.5744495391845703
Aaron,Damian,1.5745453834533691
Chloe,Skylar,1.575190544128418
Abigail,Kristen,1.5752242803573608
Natalie,Patricia,1.5753229856491089
Dylan,Neoguard,1.575467586517334
George,Jake,1.5757335424423218
Carlos,Matthew,1.575883388519287
Dean,Jack,1.57595694065094
April,Jodie,1.5761269330978394
Carol,Sara,1.5763702392578125
Amber,Carol,1.5765331983566284
Catherine,Claire,1.5766515731811523
Graham,Royce,1.5766545534133911
Damian,PN,1.576744556427002
Abigail,Sophia,1.5770946741104126
Chad,Neel,1.5771323442459106
Liz,Natalie,1.5772088766098022
Aaron,Kevin,1.5772632360458374
Kevin,KlipKim,1.577354907989502
Kristen,Nia,1.5777724981307983
Camila,Starling,1.5778498649597168
Larry,Nathan,1.578035831451416
Athena,Kristen,1.578515887260437
Neoguard,Santa,1.578537106513977
April,Charlotte,1.578542709350586
Oliver,Slushy,1.5787372589111328
Maisie,Mia,1.5787864923477173
Amber,SabrinatheWitch,1.5788475275039673
Jodie,Liz,1.5789709091186523
Liam,Ravi,1.5794175863265991
Helena,Millie,1.5796104669570923
Dan,Neoguard,1.5798147916793823
Jennifer,Starling,1.5798920392990112
Harper,Jennifer,1.5799371004104614
Jodie,Viqqie,1.579938530921936
Ryan,Slushy,1.579994797706604
Echo,Oliver,1.5801855325698853
Camila,Charlotte,1.5802645683288574
Brad,Chad,1.5802927017211914
Abigail,Samantha,1.5806492567062378
KlipKim,Ravi,1.5806527137756348
Carol,Katie,1.5811233520507812
Chloe,Patricia,1.5811470746994019
KlipKim,Xavier,1.5812859535217285
Millie,Nana,1.5819512605667114
Rachel,ReporterCatalina,1.582093596458435
Abigail,Chloe,1.5825252532958984
Furnando,Philip,1.5827113389968872
Nia,Shana,1.5827999114990234
Nathan,Walter,1.5828975439071655
Aaron,Chad,1.5829362869262695
Carlos,Logan,1.5831290483474731
Aaron,Neel,1.583277702331543
Carol,Doughnut,1.5833626985549927
Aaron,Joshua,1.583685278892517
Echo,Margaret,1.5837980508804321
Dan,Peter,1.5838451385498047
Camila,Emma,1.5840197801589966
Echo,Nia,1.584455132484436
AnnabelletheGhost,Lydia,1.584579348564148
Graham,Philip,1.584600806236267
Skylar,Vivien,1.5846747159957886
Kevin,Nathan,1.5847402811050415
Abigail,Maisie,1.5854114294052124
Aaron,Ravi,1.5856949090957642
Natalie,Vivien,1.5861196517944336
Jennifer,Liz,1.5865463018417358
April,Verna,1.5866131782531738
Dylan,PN,1.5870894193649292
Joshua,Tim,1.5871719121932983
George,PN,1.5875906944274902
Carlos,Oliver,1.5876374244689941
Mark,Philip,1.5877641439437866
Aaron,Peter,1.5879651308059692
Noa,Walter,1.5884541273117065
Benny,Dylan,1.5886331796646118
Chad,Noa,1.5887399911880493
Oscar,Ryan,1.5888524055480957
Nana,Olivia,1.5889812707901
Oscar,Rudolph,1.589055061340332
KlipKim,Michael,1.5890933275222778
Aaron,Neoguard,1.589553952217102
Caleb,Jake,1.5897983312606812
Tessa,Vivien,1.5898090600967407
Rebecca,Vanessa,1.5898257493972778
Echo,Patricia,1.5902217626571655
Cole,Matthew,1.5902814865112305
Graham,KlipKim,1.5903338193893433
Kristen,MrsClaus,1.5904806852340698
Caleb,Walter,1.590993046760559
Carol,Norah,1.591145634651184
Dylan,KlipKim,1.591190218925476
Dylan,Oscar,1.5915088653564453
Chloe,Vivien,1.5915158987045288
Athena,Margaret,1.591529369354248
Neel,Royce,1.5916428565979004
Chloe,Lydia,1.5919359922409058
Abigail,Shana,1.5920408964157104
Aiden,KlipKim,1.5923713445663452
Michael,Rudolph,1.5925321578979492
Gus,Joshua,1.5926012992858887
Jenna,Vivien,1.59280264377594
Brad,Dan,1.5928378105163574
Jodie,Margaret,1.593025803565979
Emma,Lydia,1.5935083627700806
Margaret,Samantha,1.5935250520706177
Buddy,Cyrus,1.5937061309814453
Helena,Stephanie,1.5938396453857422
Eman,Noa,1.593941569328308
April,Sylvia,1.59398353099823
Damian,Liam,1.594492793083191
Jackson,Justin,1.5945109128952026
Landon,Nathan,1.5945204496383667
JackoLantern,Logan,1.5945476293563843
Angela,Kristen,1.5946999788284302
Carol,Jennifer,1.5950498580932617
Caleb,Santa,1.5955276489257812
Camila,Katie,1.5956159830093384
Callan,Oscar,1.5957322120666504
Dean,Rudolph,1.5957436561584473
Angela,Skylar,1.5959495306015015
April,Katie,1.595955491065979
AnnabelletheGhost,Vanessa,1.5960865020751953
Millie,Stephanie,1.5962485074996948
Aiden,Xavier,1.596272349357605
Cole,DollarJr,1.5966119766235352
Logan,River,1.5968040227890015
Lydia,Shana,1.5970025062561035
Chad,Landon,1.5972174406051636
Aiden,Nathan,1.5972434282302856
Abigail,Vanessa,1.5972751379013062
Emma,Helena,1.5976051092147827
Liam,Walter,1.5978525876998901
Camila,Claire,1.598462462425232
Eman,Henry,1.5985270738601685
Matthew,Michael,1.5989956855773926
Margaret,Shana,1.599039077758789
Chase,Jackson,1.5993231534957886
Claire,Lydia,1.599388599395752
ReporterCatalina,Samantha,1.599508285522461
Dean,Nathan,1.5997051000595093
Natalie,Sophia,1.5997234582901
Santa,Walter,1.5997809171676636
Norah,ReporterCatalina,1.5997906923294067
Echo,Mia,1.60014808177948
Dan,Vincent,1.6001776456832886
Helena,Natalie,1.600256323814392
Carol,Tessa,1.6004122495651245
Neoguard,Peter,1.600518822669983
Caleb,Damian,1.6005898714065552
Larry,Oscar,1.6006250381469727
ReporterCatalina,Shana,1.6006765365600586
PN,Vincent,1.60073721408844
SabrinatheWitch,Samantha,1.600754737854004
Jenna,Jennifer,1.6008620262145996
Buddy,Chad,1.6009039878845215
Bruce,Furnando,1.6012603044509888
Catherine,Doughnut,1.6014456748962402
Logan,Margot,1.6015033721923828
Dan,Oscar,1.6015640497207642
PN,Philip,1.6018093824386597
Dean,Sindarin,1.6021809577941895
Michael,Walter,1.6027874946594238
Dean,Joshua,1.6029058694839478
Harper,Rebecca,1.602989673614502
Eman,Landon,1.6031371355056763
Amber,Shana,1.603212833404541
Audrey,Nova,1.603548526763916
Jackson,Simon,1.6039514541625977
Dean,Shana,1.6042591333389282
Avery,Margaret,1.6043297052383423
Edward,JackoLantern,1.6044915914535522
Alex,Jenna,1.6045236587524414
PN,Peter,1.6045938730239868
Dylan,George,1.604737401008606
Sylvia,Vivien,1.6047402620315552
April,ReporterCatalina,1.6050647497177124
Graham,Jack,1.6053677797317505
Dylan,Matthew,1.6053811311721802
MrsClaus,Shana,1.6055320501327515
Chad,Neoguard,1.6056809425354004
Liz,Vanessa,1.6057043075561523
Nia,Tessa,1.6057204008102417
Avery,Skylar,1.6057676076889038
Claire,Harper,1.606031894683838
Chloe,Margaret,1.6061118841171265
Liam,Nathan,1.606245994567871
Glenda,Jennifer,1.6063143014907837
Dean,Eman,1.606624722480774
Dan,Jake,1.606902003288269
Liz,ReporterCatalina,1.6069369316101074
Chad,Dan,1.607129454612732
Katie,Rita,1.6071704626083374
Lydia,Millie,1.6071845293045044
Audrey,Rachel,1.6072216033935547
Harper,Nova,1.6075068712234497
Harper,Stephanie,1.607514500617981
Angela,Vivien,1.6076226234436035
